iter	Passed	Remaining
369	8303	14139
370	8320	14107
371	8337	14074
372	8353	14041
373	8377	14022
374	8394	13990
375	8410	13957
376	8427	13927
377	8451	13906
378	8471	13881
379	8488	13849
380	8504	13817
381	8521	13785
382	8537	13754
383	8554	13722
384	8571	13692
385	8587	13659
386	8603	13627
387	8619	13596
388	8647	13583
389	8665	13554
390	8686	13528
391	8703	13499
392	8719	13467
393	8738	13440
394	8755	13409
395	8771	13378
396	8792	13355
397	8809	13325
398	8826	13295
399	8843	13265
400	8859	13234
401	8880	13209
402	8907	13196
403	8927	13169
404	8944	13140
405	8961	13110
406	8977	13080
407	8995	13052
408	9012	13023
409	9029	12993
410	9046	12964
411	9063	12935
412	9080	12906
413	9099	12880
414	9119	12855
415	9136	12826
416	9153	12797
417	9172	12770
418	9255	12834
419	9286	12824
420	9305	12798
421	9322	12768
422	9339	12739
423	9360	12715
424	9382	12694
425	9400	12665
426	9419	12639
427	9439	12615
428	9456	12586
429	9474	12558
430	9495	12536
431	9512	12506
432	9529	12478
433	9547	12450
434	9564	12422
435	9590	12405
436	9611	12382
437	9629	12356
438	9647	12328
439	9665	12301
440	9683	12274
441	9699	12245
442	9718	12219
443	9739	12196
444	9759	12172
445	9777	12145
446	9794	12117
447	9813	12092
448	9830	12063
449	9854	12044
450	9874	12020
451	9892	11993
452	9909	11965
453	9927	11938
454	9944	11910
455	9961	11883
456	9978	11856
457	9996	11829
458	10015	11805
459	10037	11782
460	10054	11755
461	10071	11728
462	10089	11702
463	10115	11685
464	10133	11658
465	10151	11633
466	10168	11605
467	10186	11579
468	10208	11558
469	10225	11530
470	10242	11503
471	10258	11475
472	10276	11449
473	10296	11426
474	10313	11399
475	10330	11371
476	10346	11344
477	10362	11316
478	10379	11289
479	10395	11261
480	10411	11234
481	10428	11207
482	10447	11183
483	10470	11163
484	10488	11136
485	10505	11110
486	10522	11083
487	10542	11061
488	10561	11037
489	10587	11019
490	10618	11007
491	10641	10987
492	10659	10961
493	10684	10944
494	10705	10921
495	10723	10896
496	10742	10872
497	10759	10845
498	10772	10815
499	10784	10784
500	10796	10753
501	10809	10723
502	10824	10695
503	10836	10664
504	10850	10635
505	10861	10604
506	10873	10573
507	10885	10542
508	10898	10512
509	10911	10483
510	10922	10452
511	10934	10422
512	10948	10393
513	10960	10363
514	10973	10333
515	10985	10303
516	10996	10273
517	11008	10243
518	11020	10213
519	11033	10184
520	11049	10158
521	11061	10129
522	11073	10099
523	11086	10070
524	11098	10041
525	11111	10013
526	11126	9986
527	11140	9958
528	11152	9929
529	11164	9900
530	11180	9874
531	11193	9846
532	11205	9818
533	11221	9792
534	11234	9764
535	11250	9739
536	11262	9710
537	11277	9684
538	11289	9655
539	11302	9627
540	11315	9600
541	11327	9572
542	11340	9544
543	11352	9516
544	11364	9487
545	11376	9459
546	11388	9431
547	11400	9403
548	11412	9375
549	11424	9347
550	11436	9319
551	11448	9291
552	11460	9263
553	11471	9235
554	11484	9208
555	11496	9180
556	11507	9152
557	11520	9125
558	11532	9097
559	11544	9070
560	11556	9043
561	11568	9016
562	11579	8988
563	11595	8964
564	11608	8937
565	11620	8910
566	11637	8887
567	11653	8863
568	11669	8839
569	11686	8815
570	11702	8792
571	11721	8770
572	11740	8748
573	11758	8726
574	11776	8704
575	11796	8683
576	11814	8661
577	11831	8638
578	11852	8618
579	11872	8597
580	11891	8575
581	11909	8553
582	11928	8532
583	11946	8509
584	11965	8488
585	11983	8466
586	11999	8442
587	12016	8419
588	12032	8396
589	12049	8373
590	12071	8354
591	12088	8331
592	12106	8308
593	12122	8285
594	12138	8262
595	12154	8239
596	12171	8215
597	12186	8192
598	12202	8169
599	12218	8145
600	12236	8123
601	12252	8100
602	12268	8077
603	12285	8054
604	12302	8032
605	12318	8008
606	12334	7985
607	12349	7962
608	12365	7939
609	12382	7916
610	12398	7893
611	12415	7871
612	12431	7848
613	12447	7825
614	12463	7802
615	12479	7779
616	12496	7757
617	12514	7735
618	12536	7716
619	12560	7698
620	12576	7675
621	12593	7653
622	12610	7631
623	12626	7608
624	12643	7585
625	12659	7563
626	12676	7541
627	12692	7518
628	12708	7495
629	12725	7473
630	12742	7451
631	12759	7429
632	12775	7407
633	12792	7384
634	12808	7362
635	12824	7340
636	12841	7317
637	12859	7296
638	12875	7273
639	12892	7251
640	12909	7230
641	12926	7208
642	12942	7185
643	12959	7163
644	12975	7141
645	12992	7119
646	13019	7103
647	13035	7081
648	13053	7059
649	13071	7038
650	13087	7016
651	13104	6994
652	13120	6972
653	13136	6950
654	13152	6927
655	13169	6905
656	13185	6883
657	13201	6861
658	13218	6840
659	13235	6818
660	13258	6799
661	13274	6777
662	13291	6755
663	13308	6734
664	13324	6712
665	13342	6691
666	13360	6670
667	13376	6648
668	13392	6626
669	13408	6604
670	13425	6582
671	13441	6560
672	13457	6538
673	13480	6520
674	13499	6499
675	13515	6477
676	13531	6456
677	13548	6434
678	13564	6412
679	13591	6396
680	13610	6375
681	13628	6354
682	13644	6332
683	13660	6311
684	13678	6290
685	13694	6268
686	13710	6246
687	13727	6225
688	13743	6203
689	13759	6181
690	13778	6161
691	13794	6139
692	13812	6118
693	13828	6097
694	13843	6075
695	13860	6053
696	13878	6033
697	13898	6013
698	13916	5992
699	13933	5971
700	13955	5952
701	13971	5930
702	13988	5909
703	14004	5888
704	14020	5866
705	14037	5845
706	14054	5824
707	14071	5803
708	14087	5781
709	14103	5760
710	14119	5739
711	14135	5717
712	14155	5697
713	14172	5676
714	14187	5655
715	14203	5633
716	14219	5612
717	14235	5591
718	14251	5569
719	14267	5548
720	14290	5529
721	14307	5509
722	14323	5487
723	14339	5466
724	14357	5446
725	14374	5424
726	14389	5403
727	14407	5382
728	14431	5364
729	14447	5343
730	14464	5322
731	14480	5301
732	14497	5280
733	14513	5259
734	14531	5239
735	14548	5218
736	14564	5197
737	14581	5176
738	14597	5155
739	14615	5135
740	14631	5114
741	14648	5093
742	14664	5072
743	14688	5054
744	14704	5033
745	14720	5012
746	14737	4991
747	14754	4970
748	14770	4949
749	14787	4929
750	14804	4908
751	14820	4887
752	14836	4866
753	14852	4845
754	14869	4825
755	14891	4806
756	14907	4785
757	14925	4765
758	14944	4745
759	14960	4724
760	14977	4703
761	14995	4683
762	15030	4668
763	15049	4648
764	15066	4628
765	15083	4607
766	15100	4587
767	15117	4566
768	15134	4546
769	15150	4525
770	15167	4504
771	15184	4484
772	15210	4466
773	15227	4446
774	15245	4426
775	15262	4405
776	15278	4385
777	15297	4365
778	15314	4344
779	15330	4323
780	15350	4304
781	15372	4285
782	15388	4264
783	15404	4244
784	15420	4223
785	15437	4202
786	15454	4182
787	15475	4163
788	15492	4143
789	15508	4122
790	15524	4101
791	15540	4081
792	15557	4061
793	15573	4040
794	15589	4019
795	15606	3999
796	15622	3979
797	15638	3958
798	15654	3938
799	15671	3917
800	15687	3897
801	15705	3877
802	15724	3857
803	15740	3837
804	15756	3816
805	15772	3796
806	15788	3776
807	15806	3755
808	15822	3735
809	15842	3716
810	15859	3695
811	15875	3675
812	15891	3655
813	15906	3634
814	15923	3614
815	15938	3594
816	15960	3575
817	15980	3555
818	15997	3535
819	16013	3515
820	16029	3494
821	16046	3474
822	16062	3454
823	16077	3434
824	16093	3413
825	16109	3393
826	16125	3373
827	16141	3353
828	16156	3332
829	16172	3312
830	16188	3292
831	16204	3272
832	16224	3252
833	16241	3232
834	16271	3215
835	16287	3195
836	16308	3175
837	16320	3154
838	16332	3134
839	16343	3113
840	16355	3092
841	16367	3071
842	16379	3050
843	16391	3029
844	16404	3009
845	16416	2988
846	16429	2967
847	16441	2947
848	16453	2926
849	16464	2905
850	16477	2884
851	16489	2864
852	16501	2843
853	16513	2823
854	16524	2802
855	16537	2782
856	16550	2761
857	16561	2741
858	16573	2720
859	16584	2699
860	16596	2679
861	16609	2658
862	16621	2638
863	16637	2618
864	16649	2598
865	16661	2578
866	16673	2557
867	16685	2537
868	16697	2517
869	16709	2496
870	16721	2476
871	16733	2456
872	16745	2435
873	16756	2415
874	16767	2395
875	16783	2375
876	16796	2355
877	16808	2335
878	16820	2315
879	16831	2295
880	16844	2275
881	16856	2255
882	16869	2235
883	16881	2215
884	16893	2195
885	16905	2175
886	16918	2155
887	16929	2135
888	16941	2115
889	16953	2095
890	16969	2075
891	16985	2056
892	16998	2036
893	17041	2020
894	17065	2002
895	17080	1982
896	17097	1963
897	17112	1943
898	17127	1924
899	17143	1904
900	17159	1885
901	17174	1865
902	17190	1846
903	17205	1827
904	17220	1807
905	17236	1788
906	17255	1769
907	17273	1750
908	17292	1731
909	17309	1711
910	17327	1692
911	17347	1673
912	17363	1654
913	17379	1635
914	17396	1616
915	17413	1596
916	17429	1577
917	17445	1558
918	17462	1539
919	17480	1520
920	17496	1500
921	17512	1481
922	17528	1462
923	17545	1443
924	17561	1423
925	17577	1404
926	17593	1385
927	17610	1366
928	17626	1347
929	17644	1328
930	17661	1308
931	17676	1289
932	17692	1270
933	17708	1251
934	17730	1232
935	17749	1213
936	17766	1194
937	17783	1175
938	17801	1156
939	17817	1137
940	17835	1118
941	17851	1099
942	17868	1080
943	17884	1060
944	17900	1041
945	17917	1022
946	17933	1003
947	17950	984
948	17967	965
949	17983	946
950	18000	927
951	18016	908
952	18035	889
953	18052	870
954	18069	851
955	18087	832
956	18105	813
957	18123	794
958	18141	775
959	18158	756
960	18179	737
961	18198	718
962	18216	699
963	18234	680
964	18252	662
965	18271	643
966	18290	624
967	18308	605
968	18326	586
969	18343	567
970	18359	548
971	18377	529
972	18394	510
973	18417	491
974	18435	472
975	18451	453
976	18468	434
977	18485	415
978	18502	396
979	18522	378
980	18539	359
981	18557	340
982	18576	321
983	18593	302
984	18613	283
985	18629	264
986	18645	245
987	18662	226
988	18681	207
989	18698	188
990	18714	169
991	18730	151
992	18746	132
993	18763	113
994	18778	94
995	18795	75
996	18812	56
997	18828	37
998	18844	18
999	18860	0
