iter	Logloss
0	0.5163265808
1	0.3846350112
2	0.3004032188
3	0.2507167834
4	0.2108602286
5	0.1844560685
6	0.1610021987
7	0.1429443148
8	0.1271849109
9	0.1184204137
10	0.1101336782
11	0.1034473841
12	0.09725497197
13	0.0882921966
14	0.08390315886
15	0.07933046543
16	0.0760079274
17	0.07057165858
18	0.0671670149
19	0.06361094005
20	0.06092502928
21	0.05777969009
22	0.05564461282
23	0.05362211131
24	0.05173669279
25	0.05038884071
26	0.04911508868
27	0.04716476933
28	0.0461210831
29	0.04463197383
30	0.04371442575
31	0.04260517771
32	0.04126488119
33	0.04014703777
34	0.03934491065
35	0.03851161816
36	0.03763546746
37	0.03663478974
38	0.03537672192
39	0.03473253206
40	0.03352500283
41	0.03286982154
42	0.03214698387
43	0.03160659157
44	0.03083059074
45	0.03028767669
46	0.02958911509
47	0.0290499006
48	0.0286219988
49	0.02815706323
50	0.02757274698
51	0.02718170711
52	0.02675755628
53	0.02628028184
54	0.02598236849
55	0.02565101896
56	0.02527748758
57	0.02485933787
58	0.02458786767
59	0.0242248522
60	0.02392342211
61	0.02374176562
62	0.0233926817
63	0.02309843055
64	0.02292788501
65	0.02272179643
66	0.02247756791
67	0.02209404537
68	0.02182915551
69	0.0215886305
70	0.02146842623
71	0.02115343155
72	0.02074386799
73	0.02055406087
74	0.02045813486
75	0.02007376807
76	0.0198733677
77	0.0195646431
78	0.01938913495
79	0.01909201442
80	0.01893908373
81	0.01847998052
82	0.01821423148
83	0.01804178739
84	0.01781913564
85	0.01754392061
86	0.01724366834
87	0.01710314509
88	0.01693128331
89	0.01662503827
90	0.01635223512
91	0.01606362294
92	0.01592036348
93	0.0157662462
94	0.01559769151
95	0.01532663596
96	0.01517276061
97	0.0149214081
98	0.01480603064
99	0.01461890656
100	0.01450534131
101	0.01429711795
102	0.01409330676
103	0.0139004848
104	0.01377409856
105	0.01357243402
106	0.0134382382
107	0.0133591263
108	0.01320065705
109	0.01305406962
110	0.01289935859
111	0.01278332082
112	0.01271408187
113	0.01257430331
114	0.01244919421
115	0.01228949244
116	0.01214384198
117	0.01206262167
118	0.01195756257
119	0.01186155877
120	0.01180226023
121	0.01169687987
122	0.01155645045
123	0.01124140568
124	0.01117327862
125	0.01111866911
126	0.01102761827
127	0.0109378707
128	0.01086540837
129	0.01074349957
130	0.01068252462
131	0.01061388908
132	0.01042165954
133	0.01030226061
134	0.01004388739
135	0.009944321153
136	0.009862466232
137	0.009752468909
138	0.009743186625
139	0.009664923145
140	0.009578593865
141	0.00947686692
142	0.009392539697
143	0.0093413498
144	0.009233852026
145	0.009155898819
146	0.009072943657
147	0.009010287474
148	0.008916182672
149	0.008811271246
150	0.008738365041
151	0.008628076123
152	0.008604122637
153	0.008554767134
154	0.008473462004
155	0.008420337949
156	0.008333752672
157	0.008234414527
158	0.008181571301
159	0.008099530919
160	0.008028268814
161	0.00798339624
162	0.007857589019
163	0.0078257163
164	0.00772579826
165	0.007671647577
166	0.007644346343
167	0.007589296042
168	0.007540689635
169	0.007479359697
170	0.007426434618
171	0.007394770653
172	0.007344316557
173	0.00731930469
174	0.007295955491
175	0.007255388515
176	0.007220788705
177	0.007121073046
178	0.007038358829
179	0.006993061606
180	0.006939679686
181	0.006870681789
182	0.006796023153
183	0.006752935533
184	0.006660578328
185	0.006619079871
186	0.006551777602
187	0.006496437903
188	0.006469541541
189	0.006386052958
190	0.00631520056
191	0.006273967879
192	0.006225622964
193	0.006185500303
194	0.006146094327
195	0.006119785441
196	0.006064069436
197	0.006020389834
198	0.005963084994
199	0.005927577546
200	0.005888468659
201	0.005822602285
202	0.005794897167
203	0.005764197314
204	0.005673230848
205	0.005618275366
206	0.005531236873
207	0.005504491582
208	0.005451816348
209	0.00540755674
210	0.005379985335
211	0.00533355414
212	0.005259637239
213	0.005221242289
214	0.005205940321
215	0.005171162192
216	0.005124077819
217	0.005100405711
218	0.00507676986
219	0.00503993364
220	0.005017615903
221	0.004974701438
222	0.00495365512
223	0.00491151568
224	0.004859229716
225	0.004826430132
226	0.004789854305
227	0.004760472236
228	0.004720868163
229	0.004702956556
